left_x0,left_y0,left_z0,left_x1,left_y1,left_z1,left_x2,left_y2,left_z2,left_x3,left_y3,left_z3,left_x4,left_y4,left_z4,left_x5,left_y5,left_z5,left_x6,left_y6,left_z6,left_x7,left_y7,left_z7,left_x8,left_y8,left_z8,left_x9,left_y9,left_z9,left_x10,left_y10,left_z10,left_x11,left_y11,left_z11,left_x12,left_y12,left_z12,left_x13,left_y13,left_z13,left_x14,left_y14,left_z14,left_x15,left_y15,left_z15,left_x16,left_y16,left_z16,left_x17,left_y17,left_z17,left_x18,left_y18,left_z18,left_x19,left_y19,left_z19,left_x20,left_y20,left_z20,right_x0,right_y0,right_z0,right_x1,right_y1,right_z1,right_x2,right_y2,right_z2,right_x3,right_y3,right_z3,right_x4,right_y4,right_z4,right_x5,right_y5,right_z5,right_x6,right_y6,right_z6,right_x7,right_y7,right_z7,right_x8,right_y8,right_z8,right_x9,right_y9,right_z9,right_x10,right_y10,right_z10,right_x11,right_y11,right_z11,right_x12,right_y12,right_z12,right_x13,right_y13,right_z13,right_x14,right_y14,right_z14,right_x15,right_y15,right_z15,right_x16,right_y16,right_z16,right_x17,right_y17,right_z17,right_x18,right_y18,right_z18,right_x19,right_y19,right_z19,right_x20,right_y20,right_z20,label
0.2863205671310425,0.619026780128479,9.987210205508745e-07,0.30393123626708984,0.5143383145332336,-0.021383630111813545,0.33054399490356445,0.41291049122810364,-0.05210544168949127,0.36325475573539734,0.34215080738067627,-0.077924445271492,0.4000657796859741,0.2766144871711731,-0.10620968043804169,0.3310377597808838,0.4364199638366699,-0.11097101122140884,0.39557600021362305,0.3643262982368469,-0.16169138252735138,0.4514002203941345,0.331322580575943,-0.18807965517044067,0.4985140860080719,0.313961386680603,-0.2037622630596161,0.32870736718177795,0.5080494284629822,-0.12268756330013275,0.4142034351825714,0.4364178478717804,-0.1743987649679184,0.4852883517742157,0.3984512388706207,-0.19489237666130066,0.5382076501846313,0.381161093711853,-0.20771025121212006,0.33225783705711365,0.592190682888031,-0.13174490630626678,0.41525349020957947,0.5227515697479248,-0.17986829578876495,0.4832305312156677,0.4891442060470581,-0.19643136858940125,0.533257007598877,0.4594455659389496,-0.20523032546043396,0.34001100063323975,0.668927788734436,-0.13938671350479126,0.4027967154979706,0.6420162320137024,-0.18188078701496124,0.4527139663696289,0.6182286143302917,-0.19643935561180115,0.49214380979537964,0.5968642830848694,-0.20428568124771118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stop
0.2910498380661011,0.6230665445327759,1.0344230076952954e-06,0.3067886531352997,0.5051723122596741,-0.02329486981034279,0.33240798115730286,0.4043654799461365,-0.057853251695632935,0.36500880122184753,0.33501288294792175,-0.08596662431955338,0.3998403549194336,0.2653879225254059,-0.11666272580623627,0.3336490988731384,0.43175479769706726,-0.13036136329174042,0.3966107964515686,0.36082762479782104,-0.18819071352481842,0.45280683040618896,0.3268430829048157,-0.21935293078422546,0.5002453327178955,0.30530768632888794,-0.23829549551010132,0.33183586597442627,0.5079545378684998,-0.14235919713974,0.41447195410728455,0.439236044883728,-0.20250368118286133,0.4843064248561859,0.3988722562789917,-0.22808235883712769,0.5359829068183899,0.3776383399963379,-0.2447797805070877,0.334661602973938,0.5970504283905029,-0.15036436915397644,0.41337496042251587,0.5412408113479614,-0.2085060179233551,0.48269712924957275,0.503709614276886,-0.23202712833881378,0.5330430269241333,0.47079211473464966,-0.2454109787940979,0.34195464849472046,0.6801390051841736,-0.155906081199646,0.40404486656188965,0.6778382658958435,-0.20769557356834412,0.45133018493652344,0.6738126873970032,-0.22648905217647552,0.4862561821937561,0.6652337312698364,-0.2372172325849533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stop
0.28913965821266174,0.6132251620292664,9.924272035277681e-07,0.3057403266429901,0.5036109089851379,-0.021684696897864342,0.3326789438724518,0.4008415937423706,-0.0523211769759655,0.36578503251075745,0.3306668996810913,-0.07777098566293716,0.40047961473464966,0.26376569271087646,-0.10551480948925018,0.33350419998168945,0.42612898349761963,-0.1143239438533783,0.39821624755859375,0.3549482226371765,-0.1656092256307602,0.45291367173194885,0.32214659452438354,-0.1926053911447525,0.4987632632255554,0.3008565902709961,-0.20843474566936493,0.32946062088012695,0.5023801326751709,-0.1258847862482071,0.4147644639015198,0.43022340536117554,-0.17852778732776642,0.4849795401096344,0.39009296894073486,-0.20008742809295654,0.5363462567329407,0.36899077892303467,-0.2133273184299469,0.33210718631744385,0.5923339128494263,-0.13429293036460876,0.41276612877845764,0.5298717021942139,-0.1851826012134552,0.48240089416503906,0.4941944181919098,-0.2040606588125229,0.5317614674568176,0.4610934257507324,-0.21364545822143555,0.34018298983573914,0.6736259460449219,-0.14082159101963043,0.4065728485584259,0.6551209092140198,-0.1856156289577484,0.4557605981826782,0.6399308443069458,-0.19995112717151642,0.4910050928592682,0.6232286095619202,-0.20709270238876343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stop
0.2957535982131958,0.6144992709159851,9.93535650195554e-07,0.3109431564807892,0.49802830815315247,-0.023645373061299324,0.3357774019241333,0.3995509445667267,-0.05974865332245827,0.3673574924468994,0.33362823724746704,-0.08954385668039322,0.4022951126098633,0.26789379119873047,-0.12201409041881561,0.3360825479030609,0.43028542399406433,-0.13259680569171906,0.4006030261516571,0.3603430390357971,-0.19077768921852112,0.4554278552532196,0.3247693181037903,-0.22166842222213745,0.5019529461860657,0.3032767176628113,-0.24025878310203552,0.3361917734146118,0.5056186318397522,-0.14426922798156738,0.4176271855831146,0.434760183095932,-0.2047107219696045,0.486233651638031,0.3939639925956726,-0.22955037653446198,0.5375851392745972,0.3750132918357849,-0.2457963079214096,0.3407902717590332,0.5904603004455566,-0.15193337202072144,0.4178639352321625,0.531383216381073,-0.20952199399471283,0.4846656322479248,0.49409031867980957,-0.23225753009319305,0.5336721539497375,0.4633960723876953,-0.2450835108757019,0.34985458850860596,0.66943359375,-0.15719011425971985,0.41089972853660583,0.6546801328659058,-0.2073221504688263,0.4571223855018616,0.6414152979850769,-0.22580157220363617,0.4913492202758789,0.6265701055526733,-0.2366611510515213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stop
0.30029165744781494,0.6089228391647339,1.0384080724179512e-06,0.3160926401615143,0.4924571216106415,-0.022376665845513344,0.33833521604537964,0.3955107033252716,-0.0562211349606514,0.36914828419685364,0.32904714345932007,-0.08359203487634659,0.4036574065685272,0.263179749250412,-0.11294566094875336,0.33802980184555054,0.42274415493011475,-0.12778905034065247,0.40106484293937683,0.35378599166870117,-0.18307264149188995,0.4563993811607361,0.3217933475971222,-0.21175844967365265,0.5027244091033936,0.3019580841064453,-0.22839979827404022,0.3339032530784607,0.5015237927436829,-0.13856610655784607,0.41849640011787415,0.4326867461204529,-0.1958715319633484,0.4887790381908417,0.39305955171585083,-0.21804164350032806,0.5388651490211487,0.3746054768562317,-0.23165066540241241,0.3375331163406372,0.5918489098548889,-0.14523999392986298,0.4171275198459625,0.5351160764694214,-0.1999143809080124,0.48610779643058777,0.4976362884044647,-0.21966774761676788,0.5339450836181641,0.4662266671657562,-0.22996731102466583,0.34747761487960815,0.6711222529411316,-0.14964871108531952,0.4106042683124542,0.6675507426261902,-0.19784995913505554,0.45810267329216003,0.6633984446525574,-0.21352052688598633,0.49228423833847046,0.6562035083770752,-0.22146818041801453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stop
0.2915359139442444,0.6058464050292969,9.482319001108408e-07,0.3077089190483093,0.4988723397254944,-0.020686933770775795,0.3341669738292694,0.399183064699173,-0.051760897040367126,0.36779913306236267,0.33212965726852417,-0.07776252925395966,0.4049842059612274,0.271618127822876,-0.10592625290155411,0.33779290318489075,0.4272899925708771,-0.11365286260843277,0.40288376808166504,0.35554948449134827,-0.1655074805021286,0.4577398896217346,0.3214220404624939,-0.19267059862613678,0.5031506419181824,0.3017343282699585,-0.2083723098039627,0.3347225785255432,0.49803975224494934,-0.12471489608287811,0.42035984992980957,0.42703747749328613,-0.17681752145290375,0.49018579721450806,0.387989342212677,-0.19704680144786835,0.5408766269683838,0.3697242736816406,-0.2096114307641983,0.337800532579422,0.5801262855529785,-0.1329323649406433,0.4184391498565674,0.5137539505958557,-0.1822347342967987,0.48654675483703613,0.47800758481025696,-0.20014411211013794,0.5351942777633667,0.4472050666809082,-0.20938676595687866,0.3461410105228424,0.6531597375869751,-0.13932321965694427,0.4095507860183716,0.6233208775520325,-0.18093150854110718,0.45793023705482483,0.5978541970252991,-0.19517332315444946,0.4937833845615387,0.5751138925552368,-0.20310425758361816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stop
0.29385653138160706,0.6097255945205688,9.969899110728875e-07,0.3095160722732544,0.4944382309913635,-0.024313846603035927,0.3356519341468811,0.39651015400886536,-0.05990292504429817,0.3680786192417145,0.33034878969192505,-0.08858547359704971,0.4036397933959961,0.26273903250694275,-0.1199449822306633,0.3374454379081726,0.42424535751342773,-0.13327257335186005,0.40210288763046265,0.35483938455581665,-0.19101764261722565,0.4573347568511963,0.3205164670944214,-0.2211696058511734,0.504027247428894,0.29974842071533203,-0.23904722929000854,0.33869823813438416,0.49981358647346497,-0.14376236498355865,0.4211050868034363,0.43109390139579773,-0.20398695766925812,0.48916858434677124,0.3909871280193329,-0.22877633571624756,0.5402264595031738,0.37045150995254517,-0.2447781264781952,0.34296682476997375,0.5848937034606934,-0.15002627670764923,0.42100033164024353,0.5291154384613037,-0.20706185698509216,0.4875015616416931,0.49157920479774475,-0.22934527695178986,0.537327766418457,0.46066704392433167,-0.24172446131706238,0.3501981198787689,0.6640530228614807,-0.153842955827713,0.4086938500404358,0.6515942811965942,-0.2033931165933609,0.4549456238746643,0.6432898640632629,-0.2210952788591385,0.49061352014541626,0.634323239326477,-0.2311447262763977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stop
0.2958425283432007,0.6043309569358826,9.913408121065004e-07,0.3119012415409088,0.49446821212768555,-0.024758683517575264,0.33756256103515625,0.39714279770851135,-0.05796035751700401,0.3692772388458252,0.33071380853652954,-0.08447524160146713,0.40435853600502014,0.2650740146636963,-0.11325344443321228,0.33980804681777954,0.4198153614997864,-0.12347766757011414,0.40563446283340454,0.35324132442474365,-0.17741848528385162,0.4605043828487396,0.3210415840148926,-0.2056075632572174,0.5061058402061462,0.30121874809265137,-0.2221788913011551,0.3400033116340637,0.49626031517982483,-0.1327720284461975,0.42285799980163574,0.42803719639778137,-0.18753382563591003,0.49088770151138306,0.3924083411693573,-0.20955292880535126,0.5407260060310364,0.37455421686172485,-0.22355078160762787,0.3435975909233093,0.5832681059837341,-0.1386302411556244,0.42186254262924194,0.5267595052719116,-0.19209547340869904,0.4877379834651947,0.49367812275886536,-0.21205879747867584,0.536364734172821,0.4644514322280884,-0.22275510430335999,0.3507722020149231,0.6643103361129761,-0.14241839945316315,0.40986141562461853,0.6533924341201782,-0.18996761739253998,0.4549773037433624,0.6486704349517822,-0.20570048689842224,0.4891778528690338,0.6417439579963684,-0.2139415144920349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stop
0.3007897138595581,0.5831893682479858,9.356405143989832e-07,0.31560808420181274,0.4814448356628418,-0.023468783125281334,0.3399645984172821,0.38225921988487244,-0.05024174973368645,0.37154796719551086,0.3160374164581299,-0.07176762074232101,0.40556901693344116,0.25454115867614746,-0.09529416263103485,0.34787753224372864,0.3960927724838257,-0.09728609025478363,0.40794774889945984,0.3285197913646698,-0.1414981186389923,0.4599301218986511,0.3003219962120056,-0.1656215786933899,0.5035726428031921,0.2811480462551117,-0.17995312809944153,0.34674903750419617,0.4680291712284088,-0.10543780028820038,0.4257887005805969,0.39759671688079834,-0.1492670774459839,0.4896760582923889,0.36654865741729736,-0.16900187730789185,0.5362827777862549,0.34882640838623047,-0.1813446283340454,0.3492528200149536,0.5564554333686829,-0.11139685660600662,0.4219360649585724,0.4937227964401245,-0.15435396134853363,0.4861147403717041,0.4668629467487335,-0.17019188404083252,0.5327564477920532,0.43993622064590454,-0.17844338715076447,0.3558514714241028,0.6389763951301575,-0.11617196351289749,0.41411685943603516,0.6233869791030884,-0.15477865934371948,0.45852020382881165,0.6144225597381592,-0.1659349650144577,0.4916592836380005,0.6003751754760742,-0.17103450000286102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stop
0.3053857088088989,0.5795269012451172,9.041043540491955e-07,0.3193131685256958,0.47899916768074036,-0.02324705198407173,0.34237027168273926,0.38038092851638794,-0.052728455513715744,0.371539831161499,0.3126559853553772,-0.07670805603265762,0.4048543870449066,0.2516753673553467,-0.10270374268293381,0.34505853056907654,0.3974728286266327,-0.10654664784669876,0.40750327706336975,0.3251861035823822,-0.15295308828353882,0.4603365659713745,0.29222917556762695,-0.17660488188266754,0.5042968988418579,0.270163893699646,-0.1899355798959732,0.3463115096092224,0.4676186442375183,-0.11467909067869186,0.4247486889362335,0.39291369915008545,-0.16025805473327637,0.4901169240474701,0.3564910292625427,-0.17763297259807587,0.5380224585533142,0.33655065298080444,-0.18817032873630524,0.35121870040893555,0.5515569448471069,-0.12026004493236542,0.42433130741119385,0.48563727736473083,-0.16384591162204742,0.4876534640789032,0.4529014527797699,-0.17796218395233154,0.5343645811080933,0.42164504528045654,-0.18483369052410126,0.3598439395427704,0.6306602954864502,-0.12451989203691483,0.4185968339443207,0.6020894050598145,-0.16235370934009552,0.4634156823158264,0.5815004706382751,-0.1730348765850067,0.49718448519706726,0.5588124394416809,-0.1780119389295578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stop
